Name,Latest Chapter,Dated Released,depth,Genre,Status,Rating,img-link
Soil,Chapter 89 : Epilogue,"Jun 25,18",281,"Drama,Horror,Mature,Mystery,Psychological,Seinen,Supernatural",Ongoing,4.95,https://avt.mkklcdnv6temp.com/26/h/9-1583481131.jpg
Waka To Banken,Chapter 4,"Apr 28,18",292,Yaoi,Ongoing,4.95,https://avt.mkklcdnv6temp.com/17/b/3-1583468321.jpg
Momokuri,Chapter 40.5,"Dec 15,17",330,"Comedy,Romance,School life",Ongoing,4.95,https://avt.mkklcdnv6temp.com/31/n/13-1583488868.jpg
Biohazard - Heavenly Island,Vol.5 Chapter 50 : Epilogue [End],"Feb 26,17",356,"Action,Drama,Ecchi,Horror,Mature,Mystery,Romance,Sci fi,Shounen",Ongoing,4.95,https://avt.mkklcdnv6temp.com/4/e/1-1583463831.jpg
Majo Wa Nido Aegu,Vol.2 Ch.8,"Jan 20,16",500,"Josei,Romance,Smut",Ongoing,4.95,https://avt.mkklcdnv6temp.com/26/y/12-1583486822.jpg
Maousama No Yuusha Toubatsuki,Vol.1 Ch.1A : Introduction,"Jan 21,16",412,"Action,Adventure,Comedy,Fantasy,Martial arts,Romance,Shounen",Ongoing,4.95,https://avt.mkklcdnv6temp.com/39/s/10-1583483607.jpg
Kimi To Boku,Chapter 95,"Mar 20,20",177,"Comedy,School life,Shounen,Slice of life",Ongoing,4.95,https://avt.mkklcdnv6temp.com/29/a/3-1583468822.jpg
Princess Lover!,Ch.1 : Curtain Raising,"Jan 20,16",439,"Comedy,Drama,Ecchi,Harem,Romance,Seinen",Ongoing - No Set Relea,4.95,https://avt.mkklcdnv6temp.com/1/j/5-1583474146.jpg
Saikyou Koibana,Vol.1 Ch.1 : After School Wedding,"Jan 20,16",540,"Romance,Shoujo,Smut",Ongoing - No Set Relea,4.95,https://avt.mkklcdnv6temp.com/1/r/8-1583480159.jpg
Food Wars!: Shokugeki No Soma ~Le Dessert~,Chapter 3: Le Futur,"Oct 07,19",208,"Comedy,Ecchi,School life,Shounen",Completed,4.94,https://avt.mkklcdnv6temp.com/32/n/19-1583500372.jpg
Amagami - Love Goes On!,Vol.3 Chapter 19.5: Extra: Another Day,"Feb 10,19",249,"Comedy,Ecchi,Romance,School life,Seinen",Completed,4.94,https://avt.mkklcdnv6temp.com/44/z/3-1583469445.jpg
Blood+ A,Chapter 4,"Jul 07,18",279,"Historical,Horror,Mystery,Romance,Shoujo,Supernatural",Completed,4.94,https://avt.mkklcdnv6temp.com/13/q/11-1583484506.jpg
Little Butterfly,Vol.03 Chapter 4 : Gush Limited,"May 16,18",289,"Drama,Mature,Romance,School life,Shounen ai,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/8/k/16-1583493769.jpg
Camelot Garden,Chapter 1 : Oneshot,"May 01,18",290,"Action,Adult,Adventure,Comedy,Doujinshi,Drama,Fantasy,Gender bender,Mystery,One shot,Psychological,Shoujo,Tragedy",Completed,4.94,https://avt.mkklcdnv6temp.com/36/m/6-1583475606.jpg
Hana Saita,Chapter 001,"Dec 31,17",315,"One shot,Romance,Shoujo",Completed,4.94,https://avt.mkklcdnv6temp.com/19/o/13-1583488454.jpg
Heart Assassin,Vol.01 Chapter 001,"Dec 30,17",316,"Comedy,One shot,Romance,Shoujo",Completed,4.94,https://avt.mkklcdnv6temp.com/45/q/5-1583473675.jpg
Fuyu No Hanashi,Chapter 0 V2 : [Oneshot],"Dec 25,17",325,"One shot,School life,Shoujo ai,Yuri",Completed,4.94,https://avt.mkklcdnv6temp.com/43/o/8-1583479843.jpg
Oyasumi Darling,Vol.1 Chapter 18,"Jul 24,17",342,Yaoi,Completed,4.94,https://avt.mkklcdnv6temp.com/10/n/12-1583486202.jpg
Elena(Tamasaki Tama),Chapter 1,"Apr 06,17",352,"One shot,Romance,Supernatural,Yuri",Completed,4.94,https://avt.mkklcdnv6temp.com/16/r/15-1583492061.jpg
Trade Your Wand For A Baton,Ch.1,"Aug 16,16",375,"One shot,Yuri",Completed,4.94,https://avt.mkklcdnv6temp.com/17/a/14-1583490359.jpg
Oniisan To Yobinasai,Ch.1,"Apr 25,16",386,"One shot,Slice of life,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/39/s/13-1583489225.jpg
Inumimi,Vol.3 Ch.19,"Jan 21,16",405,"Comedy,Ecchi,Harem,Seinen,Slice of life",Completed,4.94,https://avt.mkklcdnv6temp.com/16/e/5-1583472474.jpg
Lunatic Honey,Vol.1 Ch.6,"Jan 21,16",411,"Fantasy,Romance,Shoujo,Supernatural",Completed,4.94,https://avt.mkklcdnv6temp.com/40/n/10-1583483635.jpg
Meguraian No Kimi,Ch.1,"Jan 21,16",413,"Action,Comedy,One shot,Romance,Shounen",Completed,4.94,https://avt.mkklcdnv6temp.com/11/w/5-1583472317.jpg
Nishikaze To Taiyou,Ch.1,"Jan 21,16",416,"Action,Adventure,Comedy,One shot,Shounen",Completed,4.94,https://avt.mkklcdnv6temp.com/9/v/5-1583472243.jpg
Orange Kiss,Vol.1 Ch.4 : More Orange Kiss,"Jan 21,16",417,"Romance,School life,Shoujo,Slice of life",Completed,4.94,https://avt.mkklcdnv6temp.com/31/d/10-1583483293.jpg
Rasen No Vamp,Vol.1 Ch.4,"Jan 21,16",420,"Historical,Romance,Shoujo,Supernatural",Completed,4.94,https://avt.mkklcdnv6temp.com/26/m/10-1583483133.jpg
Sleeping Prince,Chapter 1 : 1,"Jan 20,16",438,"Drama,Fantasy,One shot,Romance,Shoujo,Supernatural",Completed,4.94,https://avt.mkklcdnv6temp.com/3/f/6-1583474218.jpg
Ai-Ren,Vol.5 Chapter 43 : Returning With You On That Spring Day,"Jan 20,16",443,"Ecchi,Mature,Romance,Sci fi,Seinen,Tragedy",Completed,4.94,https://avt.mkklcdnv6temp.com/6/l/7-1583476540.jpg
Kataomoi No Mukougawa,Vol.1 Chapter 5 : Signs Of The Summer With You,"Jan 20,16",452,"Comedy,Romance,School life,Shoujo",Completed,4.94,https://avt.mkklcdnv6temp.com/48/o/4-1583471723.jpg
Outlanders,Ch.34 : Epilogue,"Jan 20,16",462,"Action,Comedy,Drama,Ecchi,Romance,Sci fi,Supernatural,Tragedy",Completed,4.94,https://avt.mkklcdnv6temp.com/46/j/4-1583471639.jpg
Innaikansen,Vol.1 Ch.7 : Bonus Story ~ Residence,"Jan 20,16",467,"Drama,School life,Smut,Tragedy,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/11/m/13-1583488162.jpg
Buraiden Gai,Vol.5 Chapter 38 : Resonance,"Jan 20,16",467,"Action,Drama,Psychological,Shounen",Completed,4.94,https://avt.mkklcdnv6temp.com/37/l/6-1583475657.jpg
Itoshi No Kana,Vol.3 Chapter 22 : Spring And Spirits,"Jan 20,16",468,"Adult,Drama,Ecchi,Romance,Slice of life,Supernatural",Completed,4.94,https://avt.mkklcdnv6temp.com/10/p/13-1583488134.jpg
Junai Seichouki,Vol.1 Ch.7 : [Extra] Midsummer 3,"Jan 20,16",470,"Comedy,Romance,School life,Smut,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/42/c/5-1583473547.jpg
Junketsu Ningyo,Vol.1 Ch.8,"Jan 20,16",471,"Comedy,Fantasy,Supernatural,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/42/a/5-1583473544.jpg
Knife Edge Girl,Vol.1 Chapter 4.6 : [Commercial Message],"Jan 20,16",482,"Drama,Shoujo ai,Slice of life",Completed,4.94,https://avt.mkklcdnv6temp.com/50/b/12-1583487717.jpg
Koi No Shizuku,Vol.1 Chapter 5.5,"Jan 20,16",484,"Romance,School life,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/48/y/12-1583487677.jpg
Dog Days,Vol.1 Chapter 4 : Honey Memories,"Jan 20,16",495,"Action,Adventure,Fantasy,Romance,Shounen",Completed,4.94,https://avt.mkklcdnv6temp.com/22/x/6-1583475067.jpg
Dokuzetsu No S Na Ore Ga Jimi Riman Ni Kuwaresou Desu,Chapter 0 : Oneshot,"Jan 20,16",505,"One shot,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/7/j/2-1583465977.jpg
Yakozen,Vol.1 Ch.6 : [End],"Jan 20,16",541,"Drama,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/19/t/8-1583478925.jpg
Ketchup Mayonnaise,Vol.1 Chapter 3 : Chocolate Ice Cream,"Jan 20,16",547,"Comedy,Drama,Josei,Romance,Slice of life,Supernatural",Completed,4.94,https://avt.mkklcdnv6temp.com/46/p/3-1583469511.jpg
Shitsuji Kyoushi No Renai Jugyou,Vol.1 Ch.5 : Social Dance For Men ~ Last Stage & Extra ~ The Jealous Butler,"Jan 20,16",548,"Comedy,Romance,School life,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/27/p/5-1583472912.jpg
Kagerou Daze Official Anthology Comic -Summer-,Vol.1 Ch.13 : Mekakushi Summer Vacation! By Wannyanpuu [End],"Jan 20,16",552,"Comedy,Drama",Completed,4.94,https://avt.mkklcdnv6temp.com/33/t/4-1583471073.jpg
Uchi No Tenshi Ga Kemono Deshita.,Ch.5.5 : End,"Jan 20,16",557,"Comedy,Romance,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/41/a/2-1583467278.jpg
Suriipingu Biyuutei Wa Nemurenai,Vol.1 Ch.3 : Story 3. Sleeping Beauty Can't Sleep,"Jan 20,16",560,"One shot,Romance,School life,Shoujo,Slice of life",Completed,4.94,https://avt.mkklcdnv6temp.com/37/t/11-1583485372.jpg
Sumire 16 Sai!!,Vol.5 Ch.52 : Into A Legend...,"Jan 20,16",560,"Comedy,School life,Shounen",Completed,4.94,https://avt.mkklcdnv6temp.com/26/e/5-1583472853.jpg
Momoiro Tengu,Vol.1 Ch.6,"Jan 20,16",561,"Shounen ai,Supernatural",Completed,4.94,https://avt.mkklcdnv6temp.com/41/t/8-1583479780.jpg
Trompe-L'oeil No Yubisaki,Vol.1 Ch.6 : End,"Jan 20,16",574,"Romance,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/29/g/11-1583485067.jpg
Wild Wind,Vol.1 Ch.8.5 : Extra: A Blast Wind,"Jan 20,16",586,"Adventure,Fantasy,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/22/b/11-1583484813.jpg
Tsumasaki Ni Kourozu,Vol.1 Ch.8,"Jan 20,16",609,"Drama,Romance,Shounen ai",Completed,4.94,https://avt.mkklcdnv6temp.com/43/o/12-1583487473.jpg
Basilis No Musume,Vol.4 Chapter 16 : The Angel Horse,"Jan 20,16",611,"Drama,Historical,Josei,Romance,Smut,Tragedy",Completed,4.94,https://avt.mkklcdnv6temp.com/17/m/7-1583476931.jpg
Sumanai!! Masumi-Kun,Vol.1 Ch.5 : Last Chapter & Prologue & Apology,"Jan 20,16",560,"Drama,Romance,Slice of life,Yaoi",Completed,4.94,https://avt.mkklcdnv6temp.com/38/i/11-1583485392.jpg
Sakashita-Senpai No Koigokoro,Ch.0,"Jan 20,16",498,"One shot,Romance,School life,Shoujo",Completed,4.94,https://avt.mkklcdnv6temp.com/10/n/2-1583466107.jpg
Ghost Logic,Vol.01 Chapter 001,"Jan 01,18",314,"Comedy,Drama,One shot,Romance,School life,Shounen,Supernatural",Completed,4.94,https://avt.mkklcdnv6temp.com/19/g/5-1583472596.jpg
First Girl,Vol.5 Chapter 18 : Garden Of Blue Rose [End],"Apr 04,18",293,"Adventure,Drama,Josei,Romance,Shoujo,Smut,Tragedy",Completed,4.94,https://avt.mkklcdnv6temp.com/11/m/11-1583484424.jpg
Vinland Saga,Chapter 182,"Apr 25,21",12,"Action,Adventure,Drama,Historical,Mature,Psychological,Seinen",Ongoing,4.94,https://avt.mkklcdnv6temp.com/8/h/1-1583463992.jpg
Hamuko To Gao-Kun,Chapter 3,"Mar 01,21",73,"Comedy,Romance,School life,Shoujo",Ongoing,4.94,https://avt.mkklcdnv6temp.com/14/d/23-1612061496.jpg
The Tyrant's Whereabouts,Chapter 37,"Dec 23,20",113,"Fantasy,Harem,Romance,Webtoons",Ongoing,4.94,https://avt.mkklcdnv6temp.com/9/j/18-1583497442.jpg
Killer And Immortal Target,Chapter 1.2: Target ① - Immortal Man (Part 2),"Mar 23,20",176,"Comedy,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/42/w/20-1583901604.jpg
Magician Of The Depths,Chapter 2: At The Deepest End Of The Earth,"Jan 31,20",186,"Adventure,Drama,Fantasy,Shounen",Ongoing,4.94,https://avt.mkklcdnv6temp.com/41/s/19-1583500691.jpg
Space Adventure Cobra,Vol.10 Chapter 16: The Extradimensional Race,"Nov 27,19",199,"Action,Adventure,Fantasy,Sci fi,Shounen",Ongoing,4.94,https://avt.mkklcdnv6temp.com/11/n/8-1583478613.jpg
Nekogahara: Stray Cat Samurai,Vol.5 Translation Notes,"Oct 07,19",208,"Action,Drama,Historical,Shounen",Ongoing,4.94,https://avt.mkklcdnv6temp.com/12/c/17-1583495703.jpg
Touhou Sangetsusei ~ Visionary Fairies In Shrine.,Vol.3 Chapter 15: The Strange Tale Of The Fairy Incident,"Sep 29,19",210,"Comedy,Fantasy,Slice of life",Ongoing,4.94,https://avt.mkklcdnv6temp.com/42/b/17-1583496776.jpg
Grappler Baki Remake,Chapter 2: His Name Is Baki!!,"Jul 19,19",224,"Action,Martial arts,Shounen",Ongoing,4.94,https://avt.mkklcdnv6temp.com/47/d/18-1583498934.jpg
Horror Anthology Comic Shikaku,"Vol.1 Chapter 9: The ""badger"" Has Begun (Takahashi Yousuke)","Jun 19,19",229,"Horror,Mystery,Seinen,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/23/b/15-1583492285.jpg
Renai Joshi File,Vol.1 Chapter 7: Mystery Of The President,"Apr 15,19",238,"School life,Yuri",Ongoing,4.94,https://avt.mkklcdnv6temp.com/45/g/7-1583477991.jpg
Fusoku No Renjou,Vol.3 Chapter 16,"Jan 24,19",251,"Romance,Slice of life,Yaoi",Ongoing,4.94,https://avt.mkklcdnv6temp.com/16/j/8-1583478798.jpg
G-Defend,G-Defend Side Story: Ikegami-Kun’S Romeo,"Sep 23,18",269,"Action,Adult,Adventure,Doujinshi,Drama,Sci fi,Shounen ai",Ongoing,4.94,https://avt.mkklcdnv6temp.com/10/t/1-1583464084.jpg
"Koyoi, Kimi To Kiss No Chigiri O",Chapter 8,"Jun 07,18",285,"Romance,Shoujo,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/44/i/7-1583477954.jpg
Sukedachi Nine,Chapter 25,"Apr 30,18",291,"Psychological,Shounen,Tragedy",Ongoing,4.94,https://avt.mkklcdnv6temp.com/5/j/2-1583465898.jpg
Ouja No Yuugi,Chapter 27,"Apr 28,18",292,"Drama,Historical,Psychological,Seinen,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/20/t/2-1583466515.jpg
Gdgd-Dogs,Chapter 39,"Mar 27,18",294,"Comedy,Drama,Harem,School life,Shoujo,Slice of life",Ongoing,4.94,https://avt.mkklcdnv6temp.com/35/s/3-1583469079.jpg
Bowling King,Vol.21 Chapter 213,"Jan 07,18",309,"Comedy,Drama,Romance,Shounen,Sports",Ongoing,4.94,https://avt.mkklcdnv6temp.com/27/z/2-1583466782.jpg
Fairy Girls,Chapter 10.5 : Volume 2 Extra,"Jan 03,18",312,Shounen,Ongoing,4.94,https://avt.mkklcdnv6temp.com/23/p/3-1583468603.jpg
Girlish Sweet: Atashi No Kanojo,Vol.1 Chapter 14 : Happiness,"Jan 01,18",314,"School life,Yuri",Ongoing,4.94,https://avt.mkklcdnv6temp.com/42/g/12-1583487427.jpg
Ana No Mujina,Chapter 7.3 : Extra United Front,"Dec 15,17",330,"Action,Fantasy,School life,Shounen,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/29/r/1-1583464859.jpg
Hatsujou,Vol.1 Chapter 2,"Sep 25,17",337,"School life,Supernatural,Yaoi",Ongoing,4.94,https://avt.mkklcdnv6temp.com/6/v/3-1583467908.jpg
Hell's Kitchen,Vol.13 Chapter 50 : The Ones Reaching For Greater Heights,"Sep 12,17",338,"Comedy,Cooking,Shounen,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/27/f/7-1583477286.jpg
Yuri Danshi,Vol.1 Chapter 4.2 : Yuri Danshi - Girls' Side,"May 02,17",350,"Comedy,Drama,Psychological,Romance,School life,Seinen,Shoujo ai,Slice of life,Yuri",Ongoing,4.94,https://avt.mkklcdnv6temp.com/6/y/8-1583478443.jpg
Ore To Joushi No Kakushikoto,Vol.1 Chapter 5.5 : Extra,"Mar 28,17",353,Yaoi,Ongoing,4.94,https://avt.mkklcdnv6temp.com/31/j/14-1583490846.jpg
Midnight Sun,Vol.4 Ch.21,"Feb 24,17",356,"Action,Drama,Shounen ai",Ongoing,4.94,https://avt.mkklcdnv6temp.com/1/f/2-1583467671.jpg
Sekine-Kun No Koi,Vol.5 Ch.32 : End,"Feb 14,17",357,"Comedy,Drama,Mature,Romance,Slice of life",Ongoing,4.94,https://avt.mkklcdnv6temp.com/13/e/1-1583464188.jpg
Akumu No Sumu Ie - Ghost Hunt,Vol.3 Chapter 22 : Epilogue,"Dec 23,16",363,"Horror,Josei,Mystery,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/29/r/2-1583466844.jpg
Mujaki Na Wanko To Nekokaburi,Ch.1,"Aug 02,16",376,"Romance,Yaoi",Ongoing,4.94,https://avt.mkklcdnv6temp.com/14/k/14-1583490264.jpg
Umi No Kishidan,Vol.10 Chapter 34 : Astarte 3,"Apr 14,16",387,"Adventure,Gender bender,Harem,Historical,Romance,Shoujo",Ongoing,4.94,https://avt.mkklcdnv6temp.com/29/s/2-1583466846.jpg
Kiss In Darkness,Vol.1 Ch.1,"Jan 21,16",408,"Romance,School life,Smut,Yaoi",Ongoing,4.94,https://avt.mkklcdnv6temp.com/45/v/10-1583483820.jpg
Howl's Moving Castle,Vol.1 Chapter 1.3,"Jan 20,16",463,"Action,Adult,Adventure,Comedy,Cooking,Fantasy,Mystery,Romance,Shounen,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/13/y/13-1583488250.jpg
Lollipop Dragoon,Vol.1 Ch.6,"Jan 20,16",493,"Comedy,Supernatural,Yaoi",Ongoing,4.94,https://avt.mkklcdnv6temp.com/31/k/12-1583487001.jpg
Nemureru Hoshi,Vol.1 Chapter 9 : Alone Once More,"Jan 20,16",513,"Adult,Ecchi,Harem,Romance,Sci fi,Seinen,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/17/y/12-1583486478.jpg
Pixy Gale,Ch.13,"Jan 20,16",525,"Action,Ecchi,Fantasy,Shoujo ai,Shounen,Supernatural,Yuri",Ongoing,4.94,https://avt.mkklcdnv6temp.com/8/n/12-1583486135.jpg
Hito Wa Naze Hataraka Nakerebanaranai No Ka,Vol.1 Ch.10 : Call Me - 4 [End],"Jan 20,16",531,"Drama,Romance,Smut,Yaoi",Ongoing,4.94,https://avt.mkklcdnv6temp.com/25/b/8-1583479132.jpg
Hoshi O Ou Kodomo,Chapter 5,"Jan 20,16",542,"Adventure,Fantasy,Romance,Seinen",Ongoing,4.94,https://avt.mkklcdnv6temp.com/2/t/3-1583467733.jpg
Hatsukoi Dandelion,Ch.1,"Jan 20,16",543,"Romance,School life,Shoujo",Ongoing,4.94,https://avt.mkklcdnv6temp.com/50/h/8-1583480104.jpg
Kimi O Chuushin Ni Sekai Wa Mawaru,Vol.1 Ch.2 : Read Online,"Jan 20,16",568,"Comedy,One shot,Romance,School life,Shoujo",Ongoing,4.94,https://avt.mkklcdnv6temp.com/38/h/8-1583479634.jpg
Fable,Ch.8 : Truth (1),"Jan 20,16",571,"Action,Adventure,Comedy,Fantasy,Supernatural,Webtoons",Ongoing,4.94,https://avt.mkklcdnv6temp.com/5/u/8-1583478392.jpg
Sawattemo Ii Kana,Vol.1 Ch.4,"Jan 20,16",579,Yaoi,Ongoing,4.94,https://avt.mkklcdnv6temp.com/1/t/7-1583478240.jpg
Kenban No Ue No Caress,Vol.1 Chapter 2,"Jan 20,16",588,"Drama,Romance,Yaoi",Ongoing,4.94,https://avt.mkklcdnv6temp.com/47/l/7-1583478076.jpg
Noragami Shuuishuu,Vol.1 Ch.7.1 : Christmas Bonus,"Jan 20,16",597,"Shounen,Supernatural",Ongoing,4.94,https://avt.mkklcdnv6temp.com/37/w/7-1583477700.jpg
Manazashi No Hayagane,Vol.1 Ch.5.5 : After Lesson ~ Makino X Izumi [End],"Jan 20,16",599,"School life,Slice of life,Yaoi",Ongoing,4.94,https://avt.mkklcdnv6temp.com/34/k/7-1583477570.jpg
Under Grand Hotel - Kiss & Kill,Vol.1 Ch.2,"Jan 20,16",531,Yaoi,Ongoing,4.94,https://avt.mkklcdnv6temp.com/6/a/9-1583480328.jpg
"Sayonara, Heron",Ch.5.6,"Jan 20,16",616,Shounen ai,Unknown,4.94,https://avt.mkklcdnv6temp.com/30/b/8-1583479320.jpg
Gone,Chapter 8 [End],"Sep 24,18",269,"Drama,Josei,Romance,Slice of life,Supernatural,Tragedy,Webtoons",Completed,4.93,https://avt.mkklcdnv6temp.com/6/x/17-1583495510.jpg
Lodoss Tousenki: Deedlit Monogatari,Vol.02 Chapter 5 : End,"Mar 25,18",295,"Action,Adventure,Fantasy,Romance,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/31/p/12-1583487010.jpg
Princess Mononoke,Vol.03 Chapter 3,"Mar 18,18",296,"Action,Adventure,Fantasy,Martial arts,Romance,Supernatural",Completed,4.93,https://avt.mkklcdnv6temp.com/7/a/12-1583486084.jpg
Replay,Vol.03 Chapter 5,"Mar 17,18",297,"Drama,Mystery,Romance,School life,Shoujo,Supernatural",Completed,4.93,https://avt.mkklcdnv6temp.com/26/v/10-1583483145.jpg
Coda,Vol.2 Chapter 9V2 V2 : Étude 9,"Jan 07,18",310,"Comedy,Gender bender,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/26/y/4-1583470791.jpg
Comic Studio,Vol.4 Chapter 26,"Jan 07,18",310,"Comedy,Ecchi,Romance,Seinen",Completed,4.93,https://avt.mkklcdnv6temp.com/3/z/4-1583469816.jpg
Female X Female = Love,Vol.01 Chapter 001 : Â™€Xâ™€=Â™¥,"Jan 02,18",312,"One shot,Romance,Shoujo ai",Completed,4.93,https://avt.mkklcdnv6temp.com/24/h/7-1583477170.jpg
Aoi Honoo Kaoru Tsuchi,Chapter 0 V2 : [Oneshot],"Dec 28,17",319,"One shot,School life,Shoujo ai",Completed,4.93,https://avt.mkklcdnv6temp.com/17/z/9-1583480780.jpg
Line (Otsuki Miu),Chapter 001,"Dec 25,17",325,"Drama,One shot,Romance,Shounen ai,Slice of life,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/32/b/12-1583487025.jpg
Toshokan No Yokai,Ch.0,"Feb 29,16",391,"School life,Shounen ai,Supernatural",Completed,4.93,https://avt.mkklcdnv6temp.com/28/r/13-1583488767.jpg
Ipaasha,Ch.0,"Jan 21,16",405,"Drama,Fantasy,One shot,Romance,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/1/n/10-1583484043.jpg
Moonlight Flowers,Vol.1 Ch.5 : Midnight Flowers - End,"Jan 21,16",414,"Drama,Josei,Mature,Romance,Yuri",Completed,4.93,https://avt.mkklcdnv6temp.com/36/b/10-1583483473.jpg
Takeout.,Vol.1 Ch.0 : [Oneshot],"Jan 21,16",427,"Doujinshi,Shoujo ai,Slice of life,Yuri",Completed,4.93,https://avt.mkklcdnv6temp.com/14/t/10-1583482704.jpg
Under Execution Under Jailbreak,Ch.4A-C : Deadman's Questions [End],"Jan 21,16",431,"Horror,Psychological,Seinen,Supernatural",Completed,4.93,https://avt.mkklcdnv6temp.com/8/m/10-1583482478.jpg
Wakeari Kiss,Ch.0,"Jan 20,16",436,"One shot,Romance,School life,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/34/h/3-1583469028.jpg
My Sweet Honey?,Vol.1 Ch.4,"Jan 20,16",437,"Josei,Romance,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/4/x/6-1583474289.jpg
Aijin Kankei,Vol.1 Chapter 1 : A Question Of Pride,"Jan 20,16",443,"Josei,Romance",Completed,4.93,https://avt.mkklcdnv6temp.com/6/g/7-1583476531.jpg
Ake Nure Goyou Ni Furu Yuki Wa,Vol.1 Chapter 6,"Jan 20,16",444,"Drama,Romance,Slice of life,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/4/v/7-1583476475.jpg
Blow-Up,Ch.0,"Jan 20,16",459,"Adult,Comedy,Horror,Mature,One shot",Completed,4.93,https://avt.mkklcdnv6temp.com/7/x/4-1583469995.jpg
Homura (Uzuki Jun),Vol.1 Ch.0,"Jan 20,16",461,Yaoi,Completed,4.93,https://avt.mkklcdnv6temp.com/15/i/13-1583488298.jpg
Kashinfuu,Vol.1 Ch.4 : Wind Over The Verdure,"Jan 20,16",474,"Drama,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/5/o/13-1583487927.jpg
Shuumatsu No Laughter,Chapter 5.5 : To The New World,"Jan 20,16",483,"Action,Adventure,Comedy,Drama,Fantasy,Shounen,Supernatural",Completed,4.93,https://avt.mkklcdnv6temp.com/42/s/4-1583471455.jpg
Cutexguy,Vol.4 Chapter 15.5,"Jan 20,16",486,"Comedy,Gender bender,Romance,School life,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/3/d/4-1583469775.jpg
Doutei Saizensen,Vol.1 Ch.6 : The Beast Who Whispers Love,"Jan 20,16",498,"Historical,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/21/b/6-1583474997.jpg
Dragon Drive,Vol.14 Chapter 57 : Last Turn -- Dragon Drive {End},"Jan 20,16",499,"Action,Adventure,Fantasy,Sci fi,Shounen",Completed,4.93,https://avt.mkklcdnv6temp.com/20/p/6-1583474977.jpg
Eikaiwa School Wars,Vol.2 Chapter 12,"Jan 20,16",504,"Comedy,Romance,School life,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/49/y/3-1583469643.jpg
Open Air,Vol.1 Ch.5,"Jan 20,16",518,"Drama,Shounen ai,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/13/o/12-1583486312.jpg
Replicant No Yoru,Vol.1 Ch.6.2 : Extra,"Jan 20,16",532,"Drama,Smut,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/3/o/12-1583485960.jpg
Iinchou No Himegoto,Vol.2 Chapter 10 : Tenth Story,"Jan 20,16",537,"Action,Comedy,Drama,Romance,School life,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/46/t/3-1583469518.jpg
Hana And Eru,Chapter 1,"Jan 20,16",557,"One shot,Yuri",Completed,4.93,https://avt.mkklcdnv6temp.com/10/f/6-1583474518.jpg
Daisuki No Yukue,Chapter 1 : Oneshot,"Jan 20,16",571,"One shot,Romance,Shoujo",Completed,4.93,https://avt.mkklcdnv6temp.com/5/o/8-1583478384.jpg
Wagamama Romeo,Vol.1 Ch.4.5 : [Extra],"Jan 20,16",583,"Comedy,Romance,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/22/l/5-1583472712.jpg
"Life Is Short, Delinquent Youngster, Love!",Ch.7,"Jan 20,16",602,"Romance,School life,Shoujo,Slice of life",Completed,4.93,https://avt.mkklcdnv6temp.com/29/k/7-1583477377.jpg
Beauty Stock,Vol.1 Chapter 5.5,"Jan 20,16",611,"Comedy,Yaoi",Completed,4.93,https://avt.mkklcdnv6temp.com/16/s/4-1583470352.jpg
